date,store,category,units_sold,revenue
2025-04-01,Utica,Cloth ing,,1436.66
2025-02-22,Rome,Electronics,44.0,3595.24
2025-07-02,Albany,Clothing,51.0,1220.43
2025-04-14,Rome,Toys,18.0,286.2
2025-01-03,Albany,Groceries,76.0,461.32
2025-11-20,Albany,Toys,25.0,391.0
2025-10-08,Albany,Cloth ing,48.0,1120.32
2025-05-28,Albany,Home Goods,30.0,950.7
2025-07-08,Utica,home goods,39.0,1240.59
2025-04-24,Rome,Home Goods,32.0,976.32
2025-03-10,Utica,toys,21.0,315.63
2025-03-10,Utica,home goods,39.0,1267.89
2025-09-29,Syracuse,ELECTRONICS,40.0,3441.6
2025-04-29,Albany,toys,20.0,289.8
2025-02-27,Syracuse,Groceries,67.0,439.52
2025-11-20,Albany,Cloth ing,57.0,1316.7
2025-01-05,Utica,toys,30.0,483.0
2025-01-02,Utica,Clothing,68.0,1577.6
2025-10-24,Syracuse,clothing,64.0,1488.0
2025-08-21,Utica,Home Goods,30.0,1034.7
2025-11-06,Albany,groceries,92.0,622.84
2025-02-13,Utica,ELECTRONICS,39.0,3205.41
2025-02-08,Albany,toys,32.0,490.56
2025-08-14,Albany,clothing,51.0,1285.71
2025-01-18,Albany,Home_Goods,47.0,1488.96
2025-12-26,Syracuse,Toys,33.0,498.96
2025-10-09,Albany,Home Goods,40.0,1315.2
2025-12-23,Rome,Home_Goods,44.0,1378.08
2025-03-23,Syracuse,Toys,27.0,416.88
2025-12-30,Syracuse,toys,25.0,364.75
2025-10-22,Rome,groceries,149.0,922.31
2025-06-23,Utica,Home_Goods,24.0,795.12
2025-02-12,Albany,home goods,28.0,859.88
2025-06-03,Syracuse,Groceries,86.0,571.9
2025-11-25,Rome,Home Goods,29.0,975.56
2025-06-02,Rome,ELECTRONICS,46.0,3924.26
2025-09-06,Syracuse,Toys,28.0,408.24
2025-09-28,Syracuse,clothing,64.0,1623.68
2025-08-16,Utica,Groceries,180.0,1251.0
2025-05-08,Syracuse,electronics,51.0,4222.29
2025-12-26,Utica,groceries,118.0,708.0
2025-08-30,Albany,Groceries,165.0,1024.65
2025-01-06,Syracuse,Groceries,97.0,595.58
2025-10-13,Albany,clothing,85.0,2104.6
2025-09-04,Rome,clothing,43.0,969.65
2025-02-09,Rome,groceries,136.0,894.88
2025-05-08,Rome,Groceries,98.0,624.26
2025-01-10,Rome,Groceries,132.0,850.08
2025-01-05,Rome,ELECTRONICS,61.0,4840.96
2025-10-28,Syracuse,Groceries,90.0,533.7
2025-11-05,Rome,clothing,50.0,1208.0
2025-10-30,Syracuse,electronics,33.0,2703.69
2025-04-01,Utica,Electronics,47.0,3803.24
2025-11-11,Rome,electronics,48.0,4119.84
2025-08-21,Albany,home goods,54.0,1728.54
2025-01-27,Albany,Electronics,39.0,3528.72
2025-09-02,Utica,Cloth ing,66.0,1606.44
2025-11-08,Albany,Clothing,70.0,1632.4
2025-06-01,Albany,Electronics,61.0,5487.56
2025-03-16,Rome,toys,32.0,480.32
2025-08-18,Albany,Home Goods,24.0,831.84
2025-07-26,Syracuse,toys,35.0,518.0
2025-01-13,Albany,electronics,43.0,3664.46
2025-02-03,Utica,Toys,16.0,232.48
2025-10-01,Albany,Home Goods,41.0,1333.73
2025-03-18,Rome,Electronics,48.0,3744.0
2025-07-14,Utica,Toys,23.0,326.37
2025-05-31,Rome,Toys,25.0,343.5
2025-01-29,Syracuse,clothing,49.0,1229.9
2025-09-13,Albany,Groceries,122.0,824.72
2025-01-23,Utica,groceries,138.0,
2025-06-25,Utica,Toys,26.0,367.9
2025-08-29,Rome,Groceries,126.0,808.92
2025-10-14,Rome,Groceries,129.0,794.64
2025-12-02,Rome,clothing,46.0,1118.72
2025-10-05,Rome,Clothing,66.0,1702.14
2025-08-16,Rome,ELECTRONICS,47.0,3739.79
2025-02-17,Utica,Toys,28.0,465.92
2025-10-01,Utica,electronics,42.0,3709.86
2025-12-31,Syracuse,Clothing,75.0,1729.5
2025-12-06,Utica,toys,38.0,563.92
2025-01-06,Utica,Electronics,33.0,2503.71
2025-10-07,Syracuse,Electronics,37.0,2997.74
2025-11-12,Albany,Home_Goods,27.0,904.23
2025-10-02,Utica,clothing,60.0,1542.0
2025-04-10,Utica,ELECTRONICS,33.0,2705.67
2025-12-03,Utica,electronics,37.0,3332.96
2025-04-17,Utica,Toys,20.0,275.2
2025-05-12,Syracuse,groceries,127.0,814.07
2025-02-04,Rome,Toys,25.0,374.75
2025-10-04,Albany,Home Goods,40.0,1266.8
2025-10-09,Albany,Toys,15.0,242.55
2025-01-15,Syracuse,Home_Goods,40.0,1360.0
2025-12-08,Utica,Electronics,40.0,3212.8
2025-12-03,Rome,home goods,33.0,1017.39
2025-02-20,Syracuse,Cloth ing,30.0,745.5
2025-03-17,Rome,Electronics,32.0,2559.04
2025-12-19,Rome,Clothing,62.0,1489.24
2025-02-12,Albany,Clothing,56.0,1291.36
2025-06-09,Rome,Toys,23.0,348.68
2025-12-19,Rome,groceries,111.0,719.28
2025-11-27,Utica,Groceries,77.0,498.96
2025-11-25,Albany,electronics,34.0,2582.3
2025-07-16,Utica,toys,30.0,466.2
2025-10-14,Albany,home goods,32.0,984.96
2025-08-04,Rome,Home Goods,36.0,1166.4
2025-02-16,Rome,Toys,35.0,541.1
2025-10-04,Rome,Clothing,80.0,1948.8
2025-06-07,Albany,Groceries,240.0,1538.4
2025-08-19,Albany,Electronics,27.0,2251.26
2025-07-31,Syracuse,home goods,16.0,508.16
2025-10-08,Rome,electronics,36.0,3197.88
2025-08-19,Albany,toys,23.0,338.79
2025-07-05,Rome,Toys,18.0,245.34
2025-02-24,Utica,Groceries,138.0,919.08
2025-04-08,Albany,Groceries,127.0,812.8
2025-12-24,Rome,home goods,45.0,1400.4
2025-12-15,Albany,electronics,49.0,4508.0
2025-07-07,Albany,ELECTRONICS,23.0,1943.5
2025-07-05,Utica,Cloth ing,112.0,2739.52
2025-09-22,Albany,electronics,43.0,3983.09
2025-12-26,Utica,Toys,24.0,338.64
2025-02-03,Albany,Toys,15.0,225.3
2025-04-20,Syracuse,Electronics,49.0,3858.75
2025-11-09,Syracuse,toys,44.0,651.64
2025-08-05,Rome,Electronics,40.0,3341.6
2025-05-19,Rome,toys,28.0,444.64
2025-04-12,Albany,groceries,156.0,1042.08
2025-11-15,Syracuse,groceries,103.0,659.2
2025-01-10,Utica,ELECTRONICS,32.0,2904.0
2025-03-19,Syracuse,Clothing,46.0,1104.46
2025-02-03,Albany,ELECTRONICS,48.0,4050.24
2025-07-22,Rome,Toys,25.0,363.25
2025-02-04,Rome,Home_Goods,38.0,1281.36
2025-12-20,Rome,groceries,127.0,852.17
2025-12-04,Syracuse,toys,19.0,271.32
2025-09-09,Syracuse,Home Goods,15.0,496.65
2025-01-04,Utica,groceries,149.0,896.98
2025-04-09,Utica,toys,21.0,328.86
2025-02-11,Utica,groceries,150.0,960.0
2025-10-06,Utica,Home_Goods,24.0,803.28
2025-06-06,Utica,Toys,11.0,165.44
2025-09-30,Rome,Home_Goods,29.0,928.58
2025-03-16,Utica,clothing,81.0,1952.91
2025-11-04,Syracuse,Electronics,50.0,4395.0
2025-08-24,Rome,toys,33.0,522.39
2025-07-09,Albany,Clothing,22.0,526.02
2025-12-15,Albany,clothing,55.0,1422.3
2025-09-17,Syracuse,Groceries,132.0,
2025-08-02,Utica,home goods,43.0,1359.23
2025-10-25,Rome,toys,43.0,666.93
2025-12-23,Utica,toys,26.0,396.5
2025-11-05,Albany,clothing,35.0,802.2
2025-12-09,Utica,Toys,21.0,291.48
2025-03-06,Rome,Clothing,46.0,1099.86
2025-11-02,Syracuse,Cloth ing,76.0,1950.92
2025-09-30,Utica,groceries,141.0,889.71
2025-09-17,Albany,Groceries,70.0,455.0
2025-07-04,Utica,groceries,107.0,696.57
2025-06-11,Syracuse,Toys,29.0,429.2
2025-12-05,Utica,Home_Goods,35.0,1120.0
2025-09-06,Rome,groceries,115.0,731.4
2025-10-21,Albany,Home_Goods,,1575.2
2025-03-12,Albany,Cloth ing,57.0,1377.69
2025-11-10,Utica,toys,14.0,213.5
2025-08-02,Utica,toys,32.0,466.88
2025-04-03,Utica,Groceries,120.0,770.4
2025-11-16,Rome,toys,29.0,430.07
2025-01-01,Syracuse,electronics,43.0,3730.25
2025-02-09,Utica,Toys,35.0,540.05
2025-07-15,Syracuse,electronics,48.0,4325.28
2025-12-23,Rome,Groceries,81.0,584.82
2025-05-11,Rome,Clothing,85.0,2017.05
2025-02-16,Rome,Electronics,49.0,3995.46
2025-09-07,Utica,home goods,43.0,1335.15
2025-11-21,Rome,Home_Goods,23.0,734.39
2025-11-29,Syracuse,ELECTRONICS,54.0,4257.36
2025-02-01,Syracuse,home goods,48.0,1447.68
2025-09-27,Rome,Home Goods,43.0,1422.44
2025-12-10,Rome,Home_Goods,30.0,1008.6
2025-06-26,Syracuse,Home_Goods,33.0,1068.54
2025-03-01,Rome,home goods,40.0,1239.6
2025-12-01,Utica,Home_Goods,35.0,1160.25
2025-12-17,Rome,Home_Goods,27.0,876.42
2025-10-01,Syracuse,groceries,120.0,
2025-03-23,Rome,ELECTRONICS,49.0,4342.87
2025-07-11,Syracuse,clothing,61.0,1450.58
2025-09-18,Utica,Groceries,121.0,856.68
2025-01-16,Utica,Home Goods,48.0,1500.96
2025-05-25,Rome,Toys,28.0,417.2
2025-02-04,Syracuse,home goods,35.0,1108.45
2025-06-30,Albany,Toys,26.0,375.18
2025-06-08,Utica,Electronics,50.0,4473.0
2025-09-13,Utica,groceries,151.0,1017.74
2025-01-14,Albany,Home_Goods,22.0,719.62
2025-06-11,Utica,Cloth ing,58.0,1390.26
2025-02-12,Albany,toys,27.0,416.07
2025-10-05,Rome,Home Goods,44.0,1462.56
2025-04-11,Syracuse,Groceries,117.0,761.67
2025-01-28,Rome,Electronics,51.0,3864.27
2025-10-14,Syracuse,toys,26.0,393.12
2025-02-06,Albany,groceries,126.0,772.38
2025-05-26,Rome,Electronics,52.0,4837.04
2025-08-12,Rome,electronics,56.0,4631.2
2025-03-26,Utica,Home Goods,32.0,982.72
2025-03-22,Rome,Groceries,169.0,1095.12
2025-08-11,Albany,Home_Goods,29.0,890.59
2025-10-08,Utica,groceries,137.0,880.91
2025-11-07,Rome,Electronics,45.0,3784.05
2025-04-03,Syracuse,Electronics,38.0,3153.62
2025-09-12,Rome,Home_Goods,21.0,677.46
2025-10-16,Rome,Home_Goods,46.0,1390.58
2025-06-25,Syracuse,ELECTRONICS,28.0,2339.4
2025-04-04,Syracuse,groceries,107.0,724.39
2025-10-09,Utica,electronics,42.0,3851.82
2025-09-03,Albany,ELECTRONICS,53.0,4635.91
2025-05-16,Syracuse,Toys,35.0,567.7
2025-10-30,Syracuse,electronics,33.0,2703.69
2025-03-18,Albany,ELECTRONICS,44.0,3669.6
2025-01-24,Rome,Toys,15.0,232.35
2025-07-30,Rome,Clothing,63.0,
2025-10-19,Albany,home goods,49.0,1563.59
2025-08-28,Syracuse,Home Goods,41.0,1356.28
2025-03-14,Syracuse,toys,29.0,400.2
2025-05-19,Rome,Electronics,46.0,3864.0
2025-10-13,Syracuse,Clothing,63.0,1513.26
2025-03-06,Utica,Home Goods,27.0,875.88
2025-01-31,Rome,Home Goods,31.0,845.37
2025-12-06,Utica,ELECTRONICS,54.0,4970.7
2025-03-31,Utica,Cloth ing,44.0,
2025-12-02,Albany,Cloth ing,71.0,1739.5
2025-12-25,Syracuse,toys,10.0,149.3
2025-01-19,Utica,groceries,198.0,1405.8
2025-11-19,Albany,Home_Goods,34.0,1049.92
2025-12-16,Utica,groceries,126.0,816.48
2025-01-27,Utica,groceries,188.0,1240.8
2025-04-04,Albany,home goods,38.0,1298.46
2025-01-26,Syracuse,toys,29.0,
2025-06-09,Utica,electronics,33.0,2716.56
2025-01-09,Syracuse,Electronics,33.0,2910.27
2025-05-16,Albany,home goods,51.0,1624.35
2025-02-10,Rome,electronics,32.0,2565.44
2025-04-17,Rome,groceries,152.0,951.52
2025-10-23,Syracuse,toys,23.0,362.02
2025-07-06,Syracuse,Clothing,102.0,2356.2
2025-04-04,Albany,groceries,115.0,775.1
2025-10-09,Rome,Home_Goods,33.0,1120.35
2025-12-04,Utica,Electronics,45.0,4063.5
2025-06-21,Syracuse,clothing,96.0,2767.68
2025-07-26,Rome,Groceries,180.0,1139.4
2025-10-11,Utica,toys,33.0,520.74
2025-01-31,Utica,groceries,135.0,858.6
2025-02-05,Syracuse,Toys,18.0,262.8
2025-10-20,Utica,Electronics,32.0,2652.8
2025-12-17,Utica,Home_Goods,26.0,803.4
2025-11-19,Rome,electronics,35.0,3018.75
2025-05-15,Rome,Home_Goods,38.0,1211.82
2025-03-19,Syracuse,Toys,22.0,335.28
2025-03-09,Utica,Toys,28.0,427.28
2025-11-22,Rome,Groceries,162.0,1040.04
2025-04-17,Rome,toys,18.0,280.8
2025-04-10,Utica,toys,20.0,298.2
2025-01-30,Syracuse,Clothing,57.0,1407.33
2025-04-10,Syracuse,Cloth ing,55.0,1250.15
2025-06-21,Rome,Clothing,99.0,2449.26
2025-04-08,Rome,Groceries,136.0,878.56
2025-08-21,Rome,Clothing,70.0,1610.7
2025-08-07,Syracuse,toys,22.0,351.34
2025-12-07,Albany,toys,32.0,524.48
2025-11-13,Albany,Toys,29.0,423.4
2025-07-18,Albany,Toys,27.0,397.17
2025-01-01,Rome,Home Goods,45.0,1428.75
2025-06-30,Syracuse,home goods,40.0,1326.8
2025-02-24,Utica,ELECTRONICS,31.0,2421.41
2025-09-08,Rome,home goods,44.0,1364.88
2025-08-04,Albany,Toys,33.0,508.2
2025-07-06,Syracuse,Toys,35.0,539.0
2025-05-13,Albany,Toys,,254.72
2025-11-21,Albany,Toys,10.0,145.2
2025-12-11,Albany,toys,28.0,435.68
2025-02-19,Rome,Home_Goods,33.0,1098.9
2025-02-20,Albany,Clothing,23.0,566.03
2025-05-02,Utica,clothing,71.0,1800.56
2025-11-04,Utica,home goods,22.0,699.16
2025-02-18,Syracuse,clothing,60.0,1533.0
2025-05-13,Utica,groceries,121.0,741.73
2025-01-24,Syracuse,electronics,40.0,3535.2
2025-01-25,Syracuse,Clothing,47.0,1097.45
2025-07-03,Syracuse,electronics,38.0,3467.5
2025-09-30,Rome,Toys,21.0,335.79
2025-05-11,Syracuse,Home Goods,54.0,1674.54
2025-04-21,Utica,groceries,96.0,661.44
2025-12-25,Albany,Cloth ing,79.0,1903.9
2025-05-06,Utica,Cloth ing,58.0,1454.06
2025-08-31,Rome,Cloth ing,93.0,2241.3
2025-12-11,Utica,Cloth ing,57.0,1333.8
2025-04-14,Utica,Home Goods,39.0,1156.35
2025-03-24,Syracuse,toys,29.0,401.94
2025-11-19,Utica,Home_Goods,29.0,886.82
2025-04-06,Rome,groceries,150.0,1036.5
2025-05-17,Rome,ELECTRONICS,77.0,7021.63
2025-11-25,Rome,clothing,83.0,2050.93
2025-01-28,Rome,Groceries,121.0,796.18
2025-11-24,Albany,Groceries,78.0,452.4
2025-08-15,Rome,groceries,148.0,954.6
2025-10-21,Utica,Electronics,35.0,3040.45
2025-02-20,Utica,Home_Goods,39.0,1405.95
2025-05-15,Albany,Toys,27.0,403.92
2025-11-14,Utica,home goods,42.0,1359.12
2025-06-13,Syracuse,clothing,29.0,684.69
2025-02-12,Syracuse,electronics,33.0,2865.72
2025-02-01,Utica,Toys,23.0,320.39
2025-08-31,Rome,Groceries,153.0,911.88
2025-12-19,Syracuse,toys,27.0,396.36
2025-09-06,Syracuse,Clothing,65.0,1632.8
2025-09-15,Utica,groceries,143.0,1035.32
2025-10-20,Syracuse,Clothing,46.0,1125.16
2025-08-24,Syracuse,groceries,194.0,1373.52
2025-05-07,Utica,Toys,23.0,336.72
2025-09-17,Utica,Toys,25.0,379.5
2025-08-06,Syracuse,Electronics,48.0,4286.4
2025-05-09,Syracuse,home goods,28.0,915.6
2025-08-30,Albany,Clothing,86.0,2042.5
2025-01-16,Rome,Toys,22.0,313.06
2025-06-03,Syracuse,Electronics,30.0,2603.7
2025-04-30,Albany,Toys,22.0,
2025-10-28,Albany,groceries,107.0,737.23
2025-06-20,Albany,Home Goods,40.0,1353.6
2025-09-08,Utica,Cloth ing,65.0,1417.65
2025-10-17,Rome,electronics,26.0,2154.62
2025-07-15,Rome,Toys,22.0,329.34
2025-11-10,Utica,ELECTRONICS,44.0,3715.36
2025-02-10,Utica,Toys,29.0,466.03
2025-09-03,Syracuse,groceries,80.0,549.6
2025-01-03,Rome,groceries,113.0,699.47
2025-10-23,Syracuse,Home_Goods,4.0,133.56
2025-07-16,Utica,Electronics,32.0,2554.88
2025-04-07,Syracuse,Clothing,58.0,1506.26
2025-09-12,Utica,Electronics,42.0,3540.18
2025-11-15,Utica,Home_Goods,37.0,1205.83
2025-08-24,Utica,groceries,181.0,1149.35
2025-10-23,Utica,Electronics,48.0,4018.56
2025-06-16,Rome,Home_Goods,43.0,1415.56
2025-12-25,Syracuse,Cloth ing,40.0,1015.6
2025-04-20,Albany,Clothing,81.0,2003.94
2025-12-21,Albany,ELECTRONICS,56.0,4515.28
2025-05-29,Syracuse,clothing,48.0,1192.8
2025-02-28,Rome,Home_Goods,20.0,623.0
2025-04-18,Syracuse,Electronics,32.0,2808.96
2025-05-18,Rome,Clothing,84.0,2037.84
2025-09-03,Rome,ELECTRONICS,53.0,4779.01
2025-01-29,Rome,Cloth ing,69.0,1880.25
2025-02-14,Utica,Clothing,60.0,1284.6
2025-01-22,Albany,groceries,77.0,508.97
2025-04-04,Syracuse,electronics,45.0,3897.45
2025-07-27,Syracuse,Home Goods,43.0,1415.99
2025-10-11,Albany,toys,21.0,324.87
2025-08-23,Syracuse,toys,31.0,491.35
2025-09-16,Syracuse,Home_Goods,46.0,1454.06
2025-01-27,Albany,Clothing,51.0,1258.17
2025-09-06,Utica,groceries,145.0,884.5
2025-06-03,Utica,toys,23.0,325.45
2025-07-12,Utica,Groceries,170.0,1130.5
2025-05-12,Rome,Clothing,44.0,1027.84
2025-06-28,Rome,Groceries,121.0,816.75
2025-05-30,Utica,Electronics,41.0,3369.79
2025-09-13,Albany,electronics,39.0,3131.31
2025-03-15,Albany,clothing,92.0,2148.2
2025-12-19,Utica,groceries,91.0,652.47
2025-09-27,Rome,Groceries,134.0,876.36
2025-12-26,Utica,Electronics,31.0,2599.35
2025-05-03,Utica,groceries,154.0,1088.78
2025-09-29,Albany,Electronics,32.0,2956.16
2025-05-16,Utica,Clothing,73.0,1758.57
2025-11-16,Albany,Home Goods,40.0,1331.6
2025-03-26,Albany,Home_Goods,29.0,941.63
2025-04-18,Albany,ELECTRONICS,25.0,2340.75
2025-04-18,Utica,Cloth ing,72.0,1668.96
2025-08-12,Syracuse,toys,22.0,327.14
2025-01-13,Albany,Groceries,142.0,915.9
2025-02-16,Syracuse,Home Goods,39.0,1155.18
2025-03-28,Utica,clothing,65.0,1627.6
2025-03-24,Rome,Groceries,105.0,730.8
2025-03-19,Syracuse,ELECTRONICS,47.0,4119.55
2025-07-03,Albany,groceries,151.0,949.79
2025-05-29,Syracuse,Home Goods,21.0,660.87
2025-04-28,Utica,Toys,28.0,407.96
2025-06-12,Syracuse,Home_Goods,35.0,1048.25
2025-10-10,Albany,electronics,34.0,2476.56
2025-02-26,Rome,home goods,38.0,1154.82
2025-03-03,Syracuse,Toys,20.0,289.8
2025-08-19,Rome,groceries,184.0,1322.96
2025-05-02,Syracuse,ELECTRONICS,51.0,4885.29
2025-02-25,Albany,Home_Goods,45.0,1375.2
2025-07-20,Albany,toys,33.0,492.69
2025-02-12,Albany,electronics,44.0,3772.12
2025-05-21,Albany,Toys,20.0,301.4
2025-03-13,Rome,Electronics,37.0,3192.73
2025-01-29,Albany,ELECTRONICS,25.0,2251.5
2025-02-22,Syracuse,toys,43.0,616.62
2025-01-10,Syracuse,Toys,19.0,289.75
2025-06-03,Rome,toys,25.0,409.5
2025-10-08,Syracuse,groceries,116.0,793.44
2025-04-02,Utica,toys,19.0,303.24
2025-04-03,Syracuse,Groceries,129.0,857.85
2025-12-02,Syracuse,Groceries,110.0,718.3
2025-04-30,Utica,Toys,19.0,262.39
2025-07-03,Syracuse,Groceries,82.0,501.02
2025-08-18,Utica,home goods,23.0,691.84
2025-12-18,Albany,electronics,37.0,3085.8
2025-09-10,Rome,Toys,23.0,349.37
2025-09-19,Albany,Toys,23.0,329.36
2025-12-14,Rome,home goods,22.0,680.24
2025-10-28,Syracuse,clothing,54.0,1261.98
2025-10-03,Utica,Toys,27.0,395.82
2025-03-30,Utica,Groceries,215.0,1388.9
2025-06-03,Syracuse,Groceries,86.0,571.9
2025-08-08,Albany,ELECTRONICS,,3248.97
2025-06-13,Rome,Home_Goods,47.0,1451.36
2025-04-15,Albany,Clothing,47.0,1123.77
2025-04-30,Rome,groceries,150.0,970.5
2025-10-27,Albany,clothing,65.0,1539.85
2025-08-05,Syracuse,Groceries,84.0,532.56
2025-05-15,Albany,Electronics,57.0,4601.61
2025-06-23,Albany,toys,23.0,376.74
2025-09-07,Utica,groceries,189.0,1341.9
2025-02-02,Utica,Clothing,77.0,2032.8
2025-03-08,Utica,groceries,178.0,1164.12
2025-05-09,Rome,Home Goods,32.0,987.84
2025-03-04,Syracuse,Electronics,41.0,3540.35
2025-11-06,Utica,home goods,32.0,1016.0
2025-01-16,Albany,Clothing,25.0,571.0
2025-05-04,Albany,Toys,23.0,330.51
2025-02-15,Rome,groceries,146.0,1077.48
2025-12-27,Utica,groceries,169.0,1139.06
2025-11-19,Utica,clothing,63.0,1510.74
2025-10-01,Utica,clothing,69.0,1593.9
2025-04-01,Syracuse,toys,23.0,338.56
2025-06-20,Rome,groceries,92.0,616.4
2025-04-25,Rome,toys,28.0,420.0
2025-02-03,Rome,Cloth ing,41.0,985.64
2025-08-10,Albany,groceries,135.0,805.95
2025-04-28,Albany,toys,26.0,406.9
2025-02-14,Syracuse,toys,26.0,397.54
2025-06-27,Utica,ELECTRONICS,56.0,5063.52
2025-01-31,Albany,Cloth ing,65.0,1669.2
2025-05-12,Albany,Groceries,120.0,768.0
2025-11-08,Utica,Clothing,82.0,1909.78
2025-04-12,Albany,Home Goods,33.0,1160.28
2025-04-19,Albany,toys,32.0,512.64
2025-08-15,Rome,toys,23.0,398.82
2025-02-04,Rome,clothing,76.0,1610.44
2025-09-05,Utica,home goods,44.0,1428.68
2025-09-21,Rome,Groceries,165.0,1047.75
2025-01-07,Albany,ELECTRONICS,37.0,3169.05
2025-12-01,Syracuse,Electronics,37.0,2973.32
2025-11-01,Rome,Cloth ing,83.0,2097.41
2025-06-19,Syracuse,toys,16.0,232.96
2025-02-13,Albany,Clothing,45.0,1095.75
2025-10-25,Utica,ELECTRONICS,61.0,5357.63
2025-04-15,Albany,Groceries,119.0,805.63
2025-02-08,Syracuse,Home Goods,43.0,1231.09
2025-04-30,Utica,groceries,133.0,913.71
2025-01-19,Albany,clothing,78.0,1897.74
2025-11-25,Albany,groceries,112.0,723.52
2025-06-24,Rome,Home Goods,31.0,1020.52
2025-01-14,Syracuse,electronics,35.0,3177.65
2025-12-15,Utica,electronics,58.0,5031.5
2025-01-24,Albany,Cloth ing,63.0,1611.54
2025-08-22,Utica,electronics,36.0,2909.16
2025-05-10,Albany,Clothing,46.0,1096.64
2025-08-31,Utica,clothing,84.0,1877.4
2025-02-08,Utica,toys,40.0,633.2
2025-12-14,Utica,ELECTRONICS,64.0,5383.68
2025-09-22,Albany,Home_Goods,32.0,933.44
2025-08-21,Albany,groceries,99.0,688.05
2025-09-05,Utica,groceries,175.0,1081.5
2025-07-09,Syracuse,ELECTRONICS,50.0,4211.5
2025-11-11,Utica,toys,22.0,332.64
2025-07-24,Rome,Toys,21.0,297.57
2025-04-25,Syracuse,Groceries,154.0,965.58
2025-10-21,Syracuse,Cloth ing,33.0,704.88
2025-03-24,Albany,toys,17.0,259.08
2025-09-14,Albany,Cloth ing,47.0,1142.57
2025-03-11,Albany,ELECTRONICS,43.0,3536.75
2025-09-04,Rome,Electronics,53.0,5439.92
2025-01-14,Syracuse,home goods,25.0,823.25
2025-04-11,Syracuse,Home Goods,27.0,877.5
2025-02-06,Utica,Cloth ing,73.0,1705.28
2025-12-15,Rome,toys,15.0,209.4
2025-12-12,Syracuse,Clothing,72.0,1689.84
2025-01-30,Rome,ELECTRONICS,43.0,3756.48
2025-07-14,Syracuse,groceries,127.0,822.96
2025-06-26,Rome,home goods,43.0,1320.53
2025-09-19,Syracuse,Home Goods,31.0,1083.76
2025-08-22,Albany,Cloth ing,94.0,2229.68
2025-08-25,Albany,Clothing,49.0,1248.03
2025-07-06,Rome,Cloth ing,93.0,2271.06
2025-11-02,Rome,ELECTRONICS,49.0,3905.3
2025-03-25,Syracuse,clothing,59.0,1364.67
2025-08-25,Albany,Toys,21.0,318.57
2025-06-25,Rome,Toys,25.0,375.75
2025-09-18,Rome,Cloth ing,61.0,1419.47
2025-10-08,Utica,electronics,40.0,3612.4
2025-02-25,Utica,groceries,162.0,1069.2
2025-01-07,Syracuse,home goods,33.0,1117.71
2025-06-09,Syracuse,Groceries,54.0,341.28
2025-04-28,Syracuse,Home Goods,33.0,1003.53
2025-05-21,Rome,toys,13.0,214.24
2025-01-11,Rome,toys,30.0,460.2
2025-03-31,Utica,groceries,150.0,1015.5
2025-10-31,Albany,toys,22.0,328.02
2025-03-09,Rome,Electronics,34.0,3014.78
2025-06-17,Syracuse,Groceries,104.0,
2025-01-21,Rome,clothing,80.0,1873.6
2025-05-01,Albany,Groceries,64.0,410.24
2025-05-14,Rome,Groceries,131.0,793.86
2025-09-08,Utica,Groceries,127.0,890.27
2025-05-31,Albany,Cloth ing,81.0,2037.15
2025-08-25,Albany,Electronics,27.0,2327.13
2025-09-22,Syracuse,Electronics,51.0,
2025-01-04,Rome,electronics,47.0,3758.12
2025-03-16,Syracuse,Groceries,128.0,897.28
2025-07-30,Rome,Groceries,132.0,815.76
2025-10-15,Albany,home goods,33.0,1124.64
2025-06-09,Albany,Groceries,29.0,184.73
2025-02-01,Rome,Electronics,56.0,4893.84
2025-01-16,Syracuse,electronics,51.0,3840.81
2025-11-13,Rome,clothing,,829.54
2025-01-11,Syracuse,toys,29.0,487.78
2025-02-18,Utica,electronics,38.0,3307.14
2025-05-05,Rome,groceries,133.0,884.45
2025-04-03,Albany,Toys,37.0,564.62
2025-12-17,Utica,Groceries,74.0,460.28
2025-08-26,Albany,Cloth ing,66.0,1717.98
2025-08-15,Albany,Toys,26.0,378.56
2025-10-04,Syracuse,Toys,31.0,437.72
2025-10-29,Syracuse,Groceries,112.0,799.68
2025-09-15,Rome,Groceries,122.0,830.82
2025-10-04,Utica,Home Goods,42.0,1311.24
2025-06-10,Rome,Home Goods,41.0,1322.66
2025-04-03,Utica,Toys,19.0,252.89
2025-01-08,Rome,electronics,54.0,4674.78
2025-07-29,Albany,Toys,27.0,389.34
2025-07-02,Syracuse,Groceries,116.0,620.6
2025-08-12,Rome,toys,20.0,285.4
2025-12-09,Albany,Toys,,354.96
2025-05-12,Albany,Cloth ing,50.0,1192.5
2025-09-10,Utica,Groceries,111.0,727.05
2025-12-14,Syracuse,Cloth ing,62.0,1583.48
2025-05-12,Albany,toys,24.0,392.64
2025-08-31,Rome,Home_Goods,40.0,1224.0
2025-12-19,Albany,Home Goods,47.0,1585.78
2025-07-14,Rome,Cloth ing,46.0,1083.3
2025-06-20,Albany,ELECTRONICS,38.0,2957.92
2025-11-11,Albany,electronics,40.0,3102.4
2025-05-27,Rome,Home_Goods,35.0,1122.8
2025-08-27,Syracuse,toys,20.0,295.2
2025-01-05,Utica,electronics,54.0,4495.5
2025-06-03,Rome,Home Goods,38.0,1287.06
2025-11-26,Rome,Toys,20.0,303.6
2025-12-08,Rome,Groceries,172.0,994.16
